"First Name","Gender","Start Date","Last Login Time","Salary","Bonus %","State","Abbreviation"
Henry,Male,1995-04-24 00:00:00.000,"4:18 AM",43542,19.687,Hawaii,HI
Adam,Male,2011-05-21 00:00:00.000,"1:45 AM",95327,15.12,Hawaii,HI
Ashley,Female,2006-05-25 00:00:00.000,"11:30 AM",112238,6.03,Hawaii,HI
,Female,1990-10-03 00:00:00.000,"1:08 AM",132373,10.527,Hawaii,HI
Shirley,Female,1981-02-28 00:00:00.000,"1:23 PM",113850,1.854,Hawaii,HI
Adam,Male,1990-12-24 00:00:00.000,"8:57 PM",110194,14.727,Hawaii,HI
Elizabeth,Female,2003-10-09 00:00:00.000,"5:53 PM",146129,5.687,Hawaii,HI
Teresa,,2016-01-28 00:00:00.000,"10:55 AM",140013,8.689,Hawaii,HI
Nicole,,1982-03-05 00:00:00.000,"2:28 PM",122717,12.452,Hawaii,HI
Jennifer,Female,2009-04-04 00:00:00.000,"10:47 PM",71715,13.079,Hawaii,HI
Patricia,Female,1992-11-25 00:00:00.000,"2:24 AM",95322,4.15,Hawaii,HI
Philip,Male,2008-07-17 00:00:00.000,"1:30 PM",89227,3.996,Hawaii,HI
Patrick,,1991-07-14 00:00:00.000,"2:24 AM",124488,14.837,Hawaii,HI
,Female,2014-08-17 00:00:00.000,"2:00 PM",86230,8.578,Hawaii,HI
Sean,Male,1996-05-04 00:00:00.000,"8:59 PM",135490,19.934,Hawaii,HI
Brandon,,1997-11-03 00:00:00.000,"8:17 PM",121333,15.295,Hawaii,HI
Ruth,Female,1999-08-19 00:00:00.000,"4:03 AM",129297,8.067,Hawaii,HI
Victor,,2011-03-10 00:00:00.000,"8:40 PM",84546,10.489,Hawaii,HI
Rebecca,Female,1980-11-15 00:00:00.000,"4:13 AM",85730,5.359,Hawaii,HI
Marie,Female,2003-03-16 00:00:00.000,"12:12 AM",104058,17.695,Hawaii,HI
Howard,Male,1992-04-27 00:00:00.000,"1:10 AM",105062,1.563,Hawaii,HI
,Female,2005-07-27 00:00:00.000,"8:32 AM",79536,14.443,Hawaii,HI
Norma,Female,1999-02-28 00:00:00.000,"8:45 PM",114412,8.756,Hawaii,HI
James,,1983-11-22 00:00:00.000,"10:52 PM",68501,14.316,Hawaii,HI
Kathy,Female,2000-03-18 00:00:00.000,"7:26 PM",149563,16.991,Hawaii,HI
Marilyn,,1999-08-22 00:00:00.000,"9:09 AM",103386,11.451,Hawaii,HI
Arthur,Male,1998-04-13 00:00:00.000,"11:28 AM",89786,14.422,Hawaii,HI
Terry,Male,1990-09-03 00:00:00.000,"9:15 PM",52226,19.135,Hawaii,HI
Mary,Female,1999-08-13 00:00:00.000,"1:03 AM",134645,18.197,Hawaii,HI
,Female,2014-03-23 00:00:00.000,"1:28 PM",59148,9.061,Hawaii,HI
,Female,1991-07-09 00:00:00.000,"6:52 PM",42341,7.014,Hawaii,HI
Christopher,Male,2011-12-24 00:00:00.000,"12:22 PM",142178,17.984,Hawaii,HI
Peter,,1987-09-03 00:00:00.000,"5:59 PM",38989,7.017,Hawaii,HI
Michelle,Female,1996-11-04 00:00:00.000,"9:34 PM",53754,5.455,Hawaii,HI
Irene,Female,1992-01-29 00:00:00.000,"11:36 AM",133772,19.02,Hawaii,HI
Patrick,Male,2007-08-17 00:00:00.000,"3:16 AM",143499,17.495,Hawaii,HI
Sara,Female,1991-09-23 00:00:00.000,"6:17 PM",97058,9.402,Hawaii,HI
Lillian,Female,2008-12-21 00:00:00.000,"6:51 PM",85446,3.959,Hawaii,HI
,,2007-09-18 00:00:00.000,"6:59 PM",40297,6.185,Hawaii,HI
Willie,Male,1998-02-17 00:00:00.000,"8:20 PM",146651,1.451,Hawaii,HI
Victor,Male,2003-01-08 00:00:00.000,"1:02 PM",124486,10.166,Hawaii,HI
Wayne,Male,2012-04-07 00:00:00.000,"8:00 AM",102652,14.085,Hawaii,HI
Jane,Female,1997-09-03 00:00:00.000,"2:01 AM",144474,17.648,Hawaii,HI
Jessica,Female,1995-10-23 00:00:00.000,"5:53 AM",68759,19.343,Hawaii,HI
Mark,Male,2008-04-12 00:00:00.000,"5:40 PM",57286,5.025,Hawaii,HI
Randy,Male,1999-11-14 00:00:00.000,"12:12 PM",58129,1.952,Hawaii,HI
Lillian,Female,1999-06-19 00:00:00.000,"4:44 PM",123940,12.184,Hawaii,HI
Ruth,,1999-05-18 00:00:00.000,"5:56 AM",98233,2.518,Hawaii,HI
Jerry,Male,2003-12-18 00:00:00.000,"6:46 AM",140810,9.177,Hawaii,HI
Sandra,Female,1983-01-19 00:00:00.000,"7:25 AM",42090,8.842,Hawaii,HI
,Female,2005-02-23 00:00:00.000,"9:50 PM",149654,1.825,Hawaii,HI
Roger,Male,2004-11-19 00:00:00.000,"3:55 PM",51430,6.46,Hawaii,HI
Charles,Male,2000-10-14 00:00:00.000,"9:40 PM",71749,15.931,Hawaii,HI
Clarence,Male,1998-05-02 00:00:00.000,"3:16 AM",85700,1.215,Hawaii,HI
Carol,Female,1996-03-19 00:00:00.000,"3:39 AM",57783,9.129,Hawaii,HI
Lois,Female,2013-10-18 00:00:00.000,"4:51 PM",36946,6.652,Hawaii,HI
Barbara,,2003-05-03 00:00:00.000,"7:32 PM",99326,16.475,Hawaii,HI
Rebecca,Female,1995-02-18 00:00:00.000,"6:50 AM",109259,4.443,Hawaii,HI
Irene,Female,2004-01-30 00:00:00.000,"8:25 PM",131038,8.996,Hawaii,HI
Ronald,Male,2014-04-30 00:00:00.000,"2:19 PM",121068,12.757,Hawaii,HI
Steven,Male,1985-11-10 00:00:00.000,"10:53 AM",62719,19.127,Hawaii,HI
Carolyn,Female,2012-11-06 00:00:00.000,"3:51 AM",69268,3.031,Hawaii,HI
Maria,Female,1990-12-27 00:00:00.000,"9:57 PM",36067,9.64,Hawaii,HI
Jonathan,Male,2009-07-17 00:00:00.000,"8:15 AM",130581,16.736,Hawaii,HI
Gary,Male,1987-08-12 00:00:00.000,"12:04 AM",89661,8.525,Hawaii,HI
Kimberly,Female,1997-07-15 00:00:00.000,"5:57 AM",36643,7.953,Hawaii,HI
Roger,Male,1982-11-08 00:00:00.000,"2:32 AM",140558,5.084,Hawaii,HI
Diana,Female,2013-01-04 00:00:00.000,"7:53 AM",103521,2.784,Hawaii,HI
Willie,Male,2006-06-06 00:00:00.000,"9:45 AM",55281,4.935,Hawaii,HI
Brandon,Male,2006-03-27 00:00:00.000,"5:54 PM",115711,8.012,Hawaii,HI
Patricia,Female,2012-12-06 00:00:00.000,"4:01 AM",114079,8.399,Hawaii,HI
Katherine,Female,1999-11-14 00:00:00.000,"8:15 AM",57531,1.767,Hawaii,HI
Jonathan,Male,1987-10-12 00:00:00.000,"2:59 AM",141069,4.903,Hawaii,HI
Emily,Female,2007-09-20 00:00:00.000,"11:25 AM",89434,11.295,Hawaii,HI
Ruth,Female,1986-08-12 00:00:00.000,"7:29 PM",44639,9.148,Hawaii,HI
Linda,Female,2006-06-24 00:00:00.000,"12:04 PM",110967,19.612,Hawaii,HI
Lisa,Female,2009-11-02 00:00:00.000,"9:42 AM",115387,1.821,Hawaii,HI
Evelyn,Female,1980-05-24 00:00:00.000,"11:10 PM",81673,15.364,Hawaii,HI
Julie,Female,1989-07-23 00:00:00.000,"1:52 PM",109588,3.55,Hawaii,HI
Mary,Female,2009-05-30 00:00:00.000,"11:41 PM",92544,3.8,Hawaii,HI
Matthew,Male,2013-07-31 00:00:00.000,"8:04 AM",142373,2.462,Hawaii,HI
Douglas,Male,1999-09-03 00:00:00.000,"4:00 PM",83341,1.015,Hawaii,HI
Gregory,,1992-06-15 00:00:00.000,"5:08 AM",98865,10.628,Hawaii,HI
Billy,Male,1995-03-13 00:00:00.000,"12:05 PM",120444,7.768,Hawaii,HI
,Female,1991-06-17 00:00:00.000,"12:49 PM",71945,5.56,Hawaii,HI
Gregory,Male,2000-01-29 00:00:00.000,"6:01 AM",109564,3.845,Hawaii,HI
Jason,Male,1999-10-17 00:00:00.000,"10:09 PM",78417,3.067,Hawaii,HI
Daniel,Male,2010-04-30 00:00:00.000,"3:48 AM",106947,15.866,Hawaii,HI
Sarah,Female,1995-09-14 00:00:00.000,"7:50 AM",87298,2.311,Hawaii,HI
Harry,Male,2015-10-01 00:00:00.000,"7:47 PM",64579,15.266,Hawaii,HI
Kathy,Female,1995-04-19 00:00:00.000,"12:46 AM",50905,9.404,Hawaii,HI
Todd,Male,1999-04-13 00:00:00.000,"10:31 AM",59728,11.226,Hawaii,HI
Bobby,Male,1994-09-23 00:00:00.000,"1:29 AM",51685,17.445,Hawaii,HI
Jeremy,Male,2000-06-08 00:00:00.000,"12:15 AM",49542,1.679,Hawaii,HI
George,,1988-02-24 00:00:00.000,"11:29 AM",38375,8.999,Hawaii,HI
Diane,Female,1993-04-18 00:00:00.000,"3:22 AM",64084,17.018,Hawaii,HI
Marilyn,Female,1997-04-04 00:00:00.000,"9:28 PM",147663,10.263,Hawaii,HI
Kathryn,Female,2004-02-04 00:00:00.000,"1:47 PM",73935,14.752,Hawaii,HI
Irene,Female,1982-02-04 00:00:00.000,"5:26 PM",40837,12.182,Hawaii,HI
Norma,Female,2015-02-11 00:00:00.000,"11:44 PM",94393,3.643,Hawaii,HI
Laura,Female,2006-04-02 00:00:00.000,"1:57 PM",42087,2.624,Hawaii,HI
Cheryl,Female,2008-09-23 00:00:00.000,"2:57 AM",52080,9.375,Hawaii,HI
Kevin,Male,1982-03-25 00:00:00.000,"7:31 AM",35061,5.128,Hawaii,HI
Lillian,,2016-05-12 00:00:00.000,"3:43 PM",64164,17.612,Hawaii,HI
Phyllis,,1984-04-21 00:00:00.000,"7:05 PM",94088,19.107,Hawaii,HI
Walter,Male,1983-07-06 00:00:00.000,"11:54 PM",127813,5.961,Hawaii,HI
Robert,Male,1990-10-27 00:00:00.000,"7:15 PM",38041,18.428,Hawaii,HI
Jimmy,Male,1986-10-07 00:00:00.000,"5:53 PM",126310,5.413,Hawaii,HI
Clarence,Male,1996-10-08 00:00:00.000,"12:53 PM",142561,8.866,Hawaii,HI
Victor,Male,1991-04-11 00:00:00.000,"7:44 AM",70817,17.138,Hawaii,HI
Fred,,1984-12-02 00:00:00.000,"2:03 PM",59937,12.045,Hawaii,HI
Brenda,,2010-07-27 00:00:00.000,"11:07 PM",106115,3.742,Hawaii,HI
Justin,Male,1992-12-06 00:00:00.000,"5:58 PM",82782,4.366,Hawaii,HI
Betty,Female,2002-06-12 00:00:00.000,"3:59 AM",104896,19.55,Hawaii,HI
Randy,,1986-02-06 00:00:00.000,"3:04 PM",133943,8.94,Hawaii,HI
Sharon,,1990-03-01 00:00:00.000,"3:46 AM",83658,6.513,Hawaii,HI
Ralph,Male,2004-11-11 00:00:00.000,"1:35 AM",71896,4.232,Hawaii,HI
,,2003-04-28 00:00:00.000,"3:01 AM",113732,10.391,Hawaii,HI
Edward,Male,1985-05-27 00:00:00.000,"10:13 PM",110485,7.995,Hawaii,HI
Denise,Female,2009-03-20 00:00:00.000,"7:57 AM",115118,5.108,Hawaii,HI
Debra,Female,1998-03-13 00:00:00.000,"11:16 PM",48696,4.75,Hawaii,HI
,Male,1999-11-25 00:00:00.000,"6:16 AM",42676,15.517,Hawaii,HI
Michael,Male,2002-01-24 00:00:00.000,"3:04 AM",43586,12.659,Hawaii,HI
Henry,Male,1995-02-06 00:00:00.000,"8:34 AM",89258,15.585,Hawaii,HI
Gloria,Female,2007-03-27 00:00:00.000,"1:44 AM",90730,2.491,Hawaii,HI
Marie,Female,1995-08-06 00:00:00.000,"1:58 PM",100308,13.677,Hawaii,HI
Anne,Female,1986-07-16 00:00:00.000,"2:08 PM",69134,3.723,Hawaii,HI
Sarah,,1985-11-21 00:00:00.000,"1:08 PM",58295,14.603,Hawaii,HI
Stephanie,Female,1983-03-24 00:00:00.000,"11:15 AM",50141,13.218,Hawaii,HI
Roy,Male,2004-09-23 00:00:00.000,"1:31 PM",101941,3.45,Hawaii,HI
,Female,2009-08-05 00:00:00.000,"8:14 AM",115145,14.063,Hawaii,HI
,Male,2005-02-04 00:00:00.000,"1:01 PM",40451,16.044,Hawaii,HI
Irene,Female,1982-03-03 00:00:00.000,"8:26 AM",56526,5.81,Hawaii,HI
,Female,1992-08-02 00:00:00.000,"8:35 PM",145316,18.517,Hawaii,HI
Thomas,Male,2011-04-06 00:00:00.000,"1:04 PM",103235,9.554,Hawaii,HI
Frank,,2001-11-20 00:00:00.000,"10:18 AM",58563,12.062,Hawaii,HI
Fred,Male,1980-02-20 00:00:00.000,"2:25 AM",74129,18.225,Hawaii,HI
Nicholas,Male,1994-04-12 00:00:00.000,"8:21 PM",74669,1.113,Hawaii,HI
Howard,Male,1982-10-05 00:00:00.000,"7:22 AM",97490,5.46,Hawaii,HI
Debra,Female,1994-02-22 00:00:00.000,"10:25 PM",104250,18.456,Hawaii,HI
Christine,Female,1989-07-03 00:00:00.000,"4:01 AM",94345,11.996,Hawaii,HI
Brenda,,1991-05-29 00:00:00.000,"6:32 AM",82439,19.062,Hawaii,HI
Betty,Female,2005-06-28 00:00:00.000,"6:03 PM",51613,12.984,Hawaii,HI
Ruby,Female,2000-11-08 00:00:00.000,"7:35 PM",105946,1.139,Hawaii,HI
Kevin,Male,1997-07-12 00:00:00.000,"2:07 AM",46080,9.635,Hawaii,HI
Arthur,Male,2014-01-01 00:00:00.000,"7:46 PM",134610,6.147,Hawaii,HI
Carl,,2014-02-07 00:00:00.000,"3:57 AM",125104,12.345,Hawaii,HI
Todd,Male,2009-03-11 00:00:00.000,"3:43 AM",107281,1.612,Hawaii,HI
Brenda,Female,2005-10-06 00:00:00.000,"9:33 PM",141521,4.337,Hawaii,HI
Judy,Female,1997-09-16 00:00:00.000,"12:10 AM",65931,2.304,Hawaii,HI
Todd,Male,1984-02-02 00:00:00.000,"10:13 AM",69989,10.985,Hawaii,HI
Lois,Female,2011-11-09 00:00:00.000,"7:06 AM",147183,9.999,Hawaii,HI
Walter,,1999-12-21 00:00:00.000,"10:33 PM",66757,18.099,Hawaii,HI
Jessica,Female,1985-09-27 00:00:00.000,"1:35 PM",75145,6.388,Hawaii,HI
Jeremy,Male,1988-06-14 00:00:00.000,"6:20 PM",129460,13.657,Hawaii,HI
Tammy,Female,1984-11-11 00:00:00.000,"10:30 AM",132839,17.463,Hawaii,HI
Anne,Female,2000-03-07 00:00:00.000,"6:45 AM",44537,18.284,Hawaii,HI
Jesse,Male,1999-10-25 00:00:00.000,"3:35 PM",118733,9.653,Hawaii,HI
Virginia,Female,1999-10-20 00:00:00.000,"6:23 AM",46905,19.154,Hawaii,HI
Jesse,Male,1981-03-02 00:00:00.000,"7:26 PM",79582,3.873,Hawaii,HI
Jeremy,,1996-11-10 00:00:00.000,"1:49 PM",55394,3.18,Hawaii,HI
Daniel,Male,2007-09-15 00:00:00.000,"10:16 PM",123811,7.664,Hawaii,HI
Patrick,,2004-08-30 00:00:00.000,"11:43 AM",137314,4.542,Hawaii,HI
Emily,Female,1988-01-13 00:00:00.000,"6:42 AM",36711,19.028,Hawaii,HI
Alan,Male,1988-06-26 00:00:00.000,"3:54 AM",111786,3.592,Hawaii,HI
James,Male,2015-07-11 00:00:00.000,"8:52 PM",72257,13.023,Hawaii,HI
Adam,Male,2007-07-05 00:00:00.000,"11:59 AM",71276,5.027,Hawaii,HI
Joan,,1980-07-25 00:00:00.000,"12:22 PM",38712,3.657,Hawaii,HI
Jeremy,Male,1981-08-12 00:00:00.000,"12:05 AM",46930,18.702,Hawaii,HI
Margaret,Female,1993-02-06 00:00:00.000,"1:05 PM",125220,3.733,Hawaii,HI
Mark,Male,1984-04-01 00:00:00.000,"1:21 PM",121477,17.44,Hawaii,HI
Marilyn,Female,1981-09-26 00:00:00.000,"2:23 AM",86386,2.937,Hawaii,HI
Cheryl,Female,2009-09-08 00:00:00.000,"10:16 AM",81308,2.196,Hawaii,HI
Benjamin,Male,1984-09-11 00:00:00.000,"6:37 AM",84810,15.794,Hawaii,HI
Harold,Male,1990-02-20 00:00:00.000,"11:00 PM",66775,2.158,Hawaii,HI
Ernest,,2002-01-18 00:00:00.000,"1:51 AM",72145,13.448,Hawaii,HI
Gerald,Male,2001-04-16 00:00:00.000,"10:09 PM",121604,1.923,Hawaii,HI
Judy,Female,1991-07-01 00:00:00.000,"2:33 AM",109510,13.457,Hawaii,HI
Bobby,Male,1996-03-31 00:00:00.000,"5:40 PM",112117,6.338,Hawaii,HI
Bobby,,1995-09-01 00:00:00.000,"2:09 PM",108127,15.858,Hawaii,HI
Marie,Female,2013-10-03 00:00:00.000,"8:05 PM",123711,10.966,Hawaii,HI
Kathy,Female,2013-12-18 00:00:00.000,"3:09 PM",132381,8.34,Hawaii,HI
Roy,Male,2006-08-06 00:00:00.000,"7:52 AM",148225,1.841,Hawaii,HI
Jacqueline,Female,1981-11-25 00:00:00.000,"3:01 PM",145988,18.243,Hawaii,HI
,Female,2008-07-08 00:00:00.000,"11:40 PM",62960,14.356,Hawaii,HI
Julie,Female,1986-03-23 00:00:00.000,"9:26 AM",56926,7.507,Hawaii,HI
Douglas,Male,2002-01-08 00:00:00.000,"6:42 PM",41428,14.372,Hawaii,HI
Linda,Female,1990-12-16 00:00:00.000,"2:20 AM",115658,3.041,Hawaii,HI
Ruby,Female,1988-12-10 00:00:00.000,"8:27 PM",76707,6.031,Hawaii,HI
Russell,Male,2005-01-02 00:00:00.000,"1:48 AM",60388,17.885,Hawaii,HI
Jeffrey,Male,1997-06-18 00:00:00.000,"8:01 PM",45150,12.075,Hawaii,HI
Aaron,Male,1994-01-29 00:00:00.000,"6:48 PM",58755,5.097,Hawaii,HI
Samuel,Male,1991-12-19 00:00:00.000,"2:54 AM",76076,5.319,Hawaii,HI
,Male,2010-01-27 00:00:00.000,"2:57 AM",87760,14.987,Hawaii,HI
Randy,Male,2014-03-16 00:00:00.000,"6:24 PM",135119,7.887,Hawaii,HI
Evelyn,Female,1983-09-03 00:00:00.000,"1:58 PM",36759,17.269,Hawaii,HI
Fred,Male,1987-02-13 00:00:00.000,"2:15 PM",121723,18.645,Hawaii,HI
Shirley,Female,1986-06-08 00:00:00.000,"2:25 AM",110061,7.494,Hawaii,HI
Todd,Male,2011-05-23 00:00:00.000,"4:14 PM",85074,1.844,Hawaii,HI
Robert,Male,2014-11-18 00:00:00.000,"5:00 AM",85799,19.93,Hawaii,HI
Mark,Male,2007-01-22 00:00:00.000,"2:37 PM",75150,12.182,Hawaii,HI
Earl,Male,2000-01-05 00:00:00.000,"5:46 PM",91344,4.035,Hawaii,HI
Richard,Male,2005-09-27 00:00:00.000,"1:41 AM",86326,10.717,Hawaii,HI
Michael,Male,1991-11-22 00:00:00.000,"12:57 PM",98753,16.443,Hawaii,HI
Steven,Male,2009-05-12 00:00:00.000,"2:14 PM",113060,2.846,Hawaii,HI
Carlos,Male,2007-09-19 00:00:00.000,"1:01 AM",77327,11.58,Hawaii,HI
Marie,Female,2011-10-20 00:00:00.000,"10:09 PM",62666,10.247,Hawaii,HI
Ronald,Male,2009-02-24 00:00:00.000,"2:09 PM",96633,4.99,Hawaii,HI
Scott,Male,2009-05-12 00:00:00.000,"4:36 AM",58248,3.914,Hawaii,HI
Steven,Male,2006-11-21 00:00:00.000,"8:30 AM",83706,6.96,Hawaii,HI
James,Male,1998-11-22 00:00:00.000,"3:48 AM",74086,5.778,Hawaii,HI
Lori,Female,1988-03-31 00:00:00.000,"10:59 PM",95389,14.223,Hawaii,HI
Philip,Male,1989-08-02 00:00:00.000,"11:21 AM",129968,19.897,Hawaii,HI
Phyllis,Female,2005-11-24 00:00:00.000,"11:57 PM",140347,8.723,Hawaii,HI
Thomas,,1995-08-31 00:00:00.000,"8:31 PM",41549,3.95,Hawaii,HI
Cynthia,Female,2012-12-03 00:00:00.000,"11:03 PM",74287,10.751,Hawaii,HI
,Male,2011-10-09 00:00:00.000,"9:29 AM",69906,4.844,Hawaii,HI
,Male,1997-04-22 00:00:00.000,"9:36 PM",65078,3.095,Hawaii,HI
Elizabeth,Female,2005-11-10 00:00:00.000,"4:56 AM",106406,1.782,Hawaii,HI
Andrea,Female,2003-09-14 00:00:00.000,"10:30 PM",115913,12.121,Hawaii,HI
Judy,Female,1990-02-01 00:00:00.000,"3:32 PM",38092,5.668,Hawaii,HI
Russell,Male,2014-08-13 00:00:00.000,"3:51 PM",121160,7.843,Hawaii,HI
Scott,Male,2011-12-17 00:00:00.000,"3:45 AM",90429,4.45,Hawaii,HI
Sarah,Female,1994-05-22 00:00:00.000,"7:06 AM",64207,7.824,Hawaii,HI
Susan,Female,2004-09-25 00:00:00.000,"1:30 AM",80688,18.892,Hawaii,HI
Margaret,Female,2014-05-05 00:00:00.000,"6:01 AM",55044,4.078,Hawaii,HI
Joshua,Male,2009-11-09 00:00:00.000,"6:32 AM",72893,9.555,Hawaii,HI
Justin,,2005-04-15 00:00:00.000,"8:43 PM",96978,13.865,Hawaii,HI
Juan,Male,2002-04-16 00:00:00.000,"11:09 PM",97364,3.595,Hawaii,HI
Gloria,,1983-07-19 00:00:00.000,"1:57 AM",140885,1.113,Hawaii,HI
Jennifer,,1989-01-24 00:00:00.000,"8:38 PM",58520,16.231,Hawaii,HI
Edward,Male,1989-08-04 00:00:00.000,"6:06 AM",66067,10.957,Hawaii,HI
Marilyn,Female,1982-12-17 00:00:00.000,"12:10 PM",147183,8.748,Hawaii,HI
Mary,Female,2009-10-18 00:00:00.000,"6:32 PM",87721,12.484,Hawaii,HI
Linda,Female,2009-07-15 00:00:00.000,"10:12 PM",144001,2.194,Hawaii,HI
Larry,Male,2003-08-27 00:00:00.000,"1:00 PM",91133,5.14,Hawaii,HI
Albert,Male,1997-02-01 00:00:00.000,"4:20 PM",67827,19.717,Hawaii,HI
Kenneth,Male,1999-04-13 00:00:00.000,"10:28 PM",81839,12.072,Hawaii,HI
,Female,2006-12-31 00:00:00.000,"11:02 PM",81444,3.171,Hawaii,HI
Gregory,,2011-07-09 00:00:00.000,"11:31 PM",137661,4.805,Hawaii,HI
Brandon,Male,2015-10-16 00:00:00.000,"2:44 AM",112548,4.664,Hawaii,HI
Stephen,Male,1987-04-09 00:00:00.000,"12:47 PM",111249,10.574,Hawaii,HI
Russell,Male,1994-10-30 00:00:00.000,"5:46 AM",114334,9.669,Hawaii,HI
,Female,2002-09-18 00:00:00.000,"12:39 PM",118906,4.537,Hawaii,HI
Pamela,,2001-07-15 00:00:00.000,"1:33 PM",72979,5.66,Hawaii,HI
Scott,Male,1996-08-03 00:00:00.000,"1:50 AM",64172,10.894,Hawaii,HI
,Female,1996-04-18 00:00:00.000,"3:57 PM",107024,12.182,Hawaii,HI
Carlos,Male,2010-07-28 00:00:00.000,"3:08 PM",50167,2.362,Hawaii,HI
Jack,Male,1980-12-24 00:00:00.000,"10:58 PM",106995,15.723,Hawaii,HI
Debra,Female,2010-01-19 00:00:00.000,"8:48 AM",70492,8.895,Hawaii,HI
Phyllis,Female,1995-01-15 00:00:00.000,"5:27 AM",125881,16.697,Hawaii,HI
Robert,Male,1994-10-29 00:00:00.000,"4:26 AM",123294,19.894,Hawaii,HI
Gloria,Female,1989-09-19 00:00:00.000,"7:40 PM",131045,11.312,Hawaii,HI
Sharon,,1984-10-28 00:00:00.000,"5:59 PM",97635,10.413,Hawaii,HI
Barbara,,2001-04-26 00:00:00.000,"12:22 AM",94493,13.443,Hawaii,HI
Marilyn,Female,1989-08-15 00:00:00.000,"9:14 AM",140502,9.989,Hawaii,HI
Ralph,Male,2010-10-27 00:00:00.000,"10:28 AM",106310,4.03,Hawaii,HI
Harry,,1996-12-05 00:00:00.000,"5:45 AM",46240,6.976,Hawaii,HI
Robin,Female,1998-01-08 00:00:00.000,"2:12 AM",111163,5.025,Hawaii,HI
Kathy,Female,2001-11-25 00:00:00.000,"9:55 PM",93753,7.094,Hawaii,HI
Rose,Female,2002-07-06 00:00:00.000,"3:57 PM",63494,19.385,Hawaii,HI
Clarence,Male,2005-01-13 00:00:00.000,"9:00 AM",116693,13.835,Hawaii,HI
Doris,Female,1992-07-29 00:00:00.000,"6:40 PM",85215,7.425,Hawaii,HI
Kathryn,Female,1988-06-09 00:00:00.000,"9:29 AM",86439,7.799,Hawaii,HI
Billy,,2004-03-16 00:00:00.000,"8:21 AM",62913,18.241,Hawaii,HI
Norma,Female,1996-04-16 00:00:00.000,"5:40 AM",38872,9.302,Hawaii,HI
Richard,,1992-11-28 00:00:00.000,"5:05 PM",124655,14.272,Hawaii,HI
Craig,Male,1984-02-08 00:00:00.000,"4:45 AM",113506,19.642,Hawaii,HI
Sarah,,1990-07-20 00:00:00.000,"10:49 PM",109980,8.86,Hawaii,HI
Sharon,Female,2014-03-09 00:00:00.000,"4:39 PM",91522,7.564,Hawaii,HI
Mary,Female,2010-08-22 00:00:00.000,"8:03 AM",42214,17.538,Hawaii,HI
Steve,,2002-02-23 00:00:00.000,"3:55 AM",83159,9.55,Hawaii,HI
Joe,Male,2010-12-05 00:00:00.000,"4:20 PM",144082,1.62,Hawaii,HI
Jeremy,Male,1994-05-29 00:00:00.000,"6:24 AM",47885,19.276,Hawaii,HI
Ernest,Male,2012-08-14 00:00:00.000,"11:25 AM",126232,6.191,Hawaii,HI
Kevin,Male,1981-06-23 00:00:00.000,"8:26 PM",134598,11.699,Hawaii,HI
Jacqueline,Female,2007-02-11 00:00:00.000,"2:01 AM",66604,14.609,Hawaii,HI
Johnny,Male,1992-09-14 00:00:00.000,"8:21 AM",115194,5.861,Hawaii,HI
Gary,Male,2011-08-18 00:00:00.000,"8:12 AM",49101,11.9,Hawaii,HI
Shirley,,1990-11-16 00:00:00.000,"6:01 PM",67811,12.699,Hawaii,HI
,Male,2008-06-29 00:00:00.000,"5:23 AM",111043,5.966,Hawaii,HI
Sarah,,1981-08-31 00:00:00.000,"2:51 PM",37748,9.047,Hawaii,HI
Julia,Female,1982-03-02 00:00:00.000,"12:52 PM",36403,2.664,Hawaii,HI
Dorothy,Female,2013-11-05 00:00:00.000,"10:50 PM",140136,3.12,Hawaii,HI
Justin,Male,1986-05-22 00:00:00.000,"6:30 AM",121508,19.334,Hawaii,HI
Kevin,Male,1986-11-20 00:00:00.000,"6:59 PM",79906,18.021,Hawaii,HI
Victor,Male,2005-09-24 00:00:00.000,"12:04 PM",123144,16.261,Hawaii,HI
Deborah,Female,1980-11-25 00:00:00.000,"4:33 AM",46953,17.436,Hawaii,HI
Matthew,,2003-06-09 00:00:00.000,"7:35 AM",79443,14.637,Hawaii,HI
Alice,Female,1986-05-02 00:00:00.000,"1:50 AM",51395,2.378,Hawaii,HI
Todd,Male,2016-03-16 00:00:00.000,"2:45 PM",134408,3.56,Hawaii,HI
Frank,Male,1981-01-10 00:00:00.000,"1:30 PM",71853,8.037,Hawaii,HI
Christopher,Male,1999-05-13 00:00:00.000,"10:48 AM",68028,7.869,Hawaii,HI
Rose,Female,2015-05-28 00:00:00.000,"8:40 AM",149903,5.63,Hawaii,HI
Andrea,Female,2010-10-01 00:00:00.000,"11:54 AM",79123,19.422,Hawaii,HI
Charles,Male,1999-12-16 00:00:00.000,"8:28 PM",104014,7.077,Hawaii,HI
Jessica,,2015-03-07 00:00:00.000,"8:45 PM",121160,12.993,Hawaii,HI
Wanda,Female,2008-07-20 00:00:00.000,"1:44 PM",65362,7.132,Hawaii,HI
Joyce,Female,1995-02-07 00:00:00.000,"7:38 AM",50701,14.227,Hawaii,HI
Billy,Male,2006-12-01 00:00:00.000,"3:32 PM",144709,10.069,Hawaii,HI
Kathryn,Female,2007-08-29 00:00:00.000,"6:10 AM",53061,11.864,Hawaii,HI
Denise,Female,2001-03-18 00:00:00.000,"12:02 AM",36697,11.196,Hawaii,HI
